inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,school_id_clean,date_clean,has_electricity_clean,has_drinking_water_clean,has_functional_toilet_clean,has_boundary_wall_clean,has_playground_clean,infrastructure_deficit_index
INSP00572,2026-02-21,SCH-0369,1,Working,Broken,True,Available,Bakhshi Raman,Toilets locked,SCH0369,,True,True,False,True,,0.14285714285714285
INSP01436,09/04/2025,SCH0312,Nahi,True,True,True,na,Manthan Raja,Average,SCH0312,,False,True,True,True,,0.14285714285714285
INSP00994,2026/02/08,SCH0595,Haan,False,N,Kharab,True,,Good condition,SCH0595,2026-02-08,True,False,False,False,True,0.42857142857142855
INSP01567,08/01/2026,SCH0434,False,True,False,False,False,Jatin Ganesh,,SCH0434,,False,True,False,False,False,0.5714285714285714
INSP01563,2025-10-10,SCH0589,False,na,Yes,0,False,Waida Thakkar,No remarks,SCH0589,,False,,True,False,False,0.42857142857142855
INSP00586,2025/04/21,SCH0569,False,True,,haan,H,,Needs repair,SCH0569,2025-04-21,False,True,,True,,0.14285714285714285
INSP02526,10-28-2025,sch0484,N,True,N,True,False,Dayita Nayar,Needs repair,SCH0484,,False,True,False,True,False,0.42857142857142855
INSP02788,18.02.2026,SCH-0508,,True,1,,No,Samar Munshi,,SCH0508,,,True,True,,False,0.14285714285714285
INSP02324,2025-08-13,SCH0493,True,na,Nahi hai,False,Y,Ati Wagle,Average,SCH0493,,True,,,False,True,0.14285714285714285
INSP01350,2025-08-21,SCH0169,H,1,N,Hai,Nahi hai,Tarak Shetty,,SCH0169,,,True,False,True,,0.14285714285714285
INSP01008,04-04-2025,SCH-0583,0,True,na,Yes,Nahi hai,Omisha Oza,,SCH0583,,False,True,,True,,0.14285714285714285
INSP00675,31.07.2025,SCH0513,Hai,False,1,True,Y,,Average,SCH0513,,True,False,True,True,True,0.14285714285714285
INSP02203,10-Jul-2025,S0472,True,True,,True,True,Chanakya Tandon,Average,SCH0472,,True,True,,True,True,0.0
INSP00856,01-Aug-2025,S0373,True,True,0,Not Available,True,Jagrati Krishnamurthy,Needs repair,SCH0373,,True,True,False,,True,0.14285714285714285
INSP00448,01-Jun-2025,S0066,Hai,True,Functional,,True,Odika Maharaj,Needs repair,SCH0066,,True,True,True,,True,0.0
INSP01843,2026-03-15,SCH-0032,True,Y,False,True,N,Meera Sampath,,SCH0032,,True,True,False,True,False,0.2857142857142857
INSP01862,11-Apr-2025,0243,1,True,True,True,No,Praneel Kalla,Toilets locked,SCH0243,,True,True,True,True,False,0.14285714285714285
INSP01804,13/05/2025,SCH-0246,H,1,False,,Broken,Madhav Wali,Needs repair,SCH0246,,,True,False,,False,0.2857142857142857
INSP02382,2025/09/25,SCH-0043,True,Yes,Haan,0,1,Caleb Thakur,Needs repair,SCH0043,2025-09-25,True,True,True,False,True,0.14285714285714285
INSP02813,2025/12/03,SCH0281,True,True,False,False,True,Anita Tara,,SCH0281,2025-12-03,True,True,False,False,True,0.2857142857142857
INSP02509,11-03-2025,sch_0589,H,Working,H,True,na,Chanakya Taneja,Needs repair,SCH0589,,,True,,True,,0.0
INSP01915,03/05/2025,SCH0390,Haan,True,1,True,,Anay Golla,,SCH0390,,True,True,True,True,,0.0
INSP02809,01-Aug-2025,sch_0326,True,True,Haan,True,False,Anthony Jha,,SCH0326,,True,True,True,True,False,0.14285714285714285
INSP02619,21-Dec-2025,SCH0320,haan,True,True,True,False,Vihaan Parsa,Average,SCH0320,,True,True,True,True,False,0.14285714285714285
INSP01248,22/03/2026,SCH0520,True,True,True,Nahi,False,Logan Balasubramanian,Average,SCH0520,,True,True,True,False,False,0.2857142857142857
INSP00295,20-Jul-2025,S0283,True,Yes,Functional,True,False,Unnati Tella,Needs repair,SCH0283,,True,True,True,True,False,0.14285714285714285
INSP01548,2025-06-20,SCH0224,True,N,True,haan,Kharab,Fitan Upadhyay,Toilets locked,SCH0224,,True,False,True,True,False,0.2857142857142857
INSP00589,2026/03/30,SCH-0044,Nahi hai,N,True,False,False,Jacob Pandit,Toilets locked,SCH0044,2026-03-30,,False,True,False,False,0.42857142857142855
INSP01282,18-Apr-2025,SCH0086,,Y,Y,Yes,False,Manbir Sethi,,SCH0086,,,True,True,True,False,0.14285714285714285
INSP01589,11-13-2025,sch0438,Functional,False,,haan,N,Dhriti Pandit,No remarks,SCH0438,,True,False,,True,False,0.2857142857142857
INSP02035,04-May-2025,SCH0445,True,,haan,N,False,Chavvi Khurana,Good condition,SCH0445,,True,,True,False,False,0.2857142857142857
INSP02695,13.05.2025,SCH0276,Yes,H,haan,False,Not Available,Upasna Kade,Good condition,SCH0276,,True,,True,False,,0.14285714285714285
INSP02520,30.01.2026,SCH0039,na,True,True,1,True,Ria Menon,Good condition,SCH0039,,,True,True,True,True,0.0
INSP02376,2025-04-14,sch_0417,True,True,True,False,Haan,,Good condition,SCH0417,,True,True,True,False,True,0.14285714285714285
INSP01418,2025/07/18,SCH0204,True,True,True,True,True,Tara Loyal,Average,SCH0204,2025-07-18,True,True,True,True,True,0.0
INSP00426,19/07/2025,S0254,False,False,True,False,True,Wishi Rama,Average,SCH0254,,False,False,True,False,True,0.42857142857142855
INSP00535,14/04/2025,sch_0280,H,True,True,True,True,Yahvi Sengupta,Good condition,SCH0280,,,True,True,True,True,0.0
INSP01055,2026-01-03,SCH0500,Working,True,Y,False,True,Janya Saxena,Needs repair,SCH0500,,True,True,True,False,True,0.14285714285714285
INSP02567,2026/03/27,SCH0524,True,Yes,Available,haan,False,Arin Sood,,SCH0524,2026-03-27,True,True,,True,False,0.14285714285714285
INSP02635,28-May-2025,SCH0003,Yes,True,True,True,False,,Average,SCH0003,,True,True,True,True,False,0.14285714285714285
INSP02928,2025-08-01,SCH-0508,False,False,False,Functional,False,Vinaya Ghosh,Needs repair,SCH0508,,False,False,False,True,False,0.5714285714285714
INSP00133,08-04-2025,SCH-0250,False,True,Y,Hai,True,Mugdha Varma,Average,SCH0250,,False,True,True,True,True,0.14285714285714285
INSP00315,13/11/2025,SCH0483,True,Available,Hai,Nahi hai,False,Anvi Tara,Needs repair,SCH0483,,True,,True,,False,0.14285714285714285
INSP02184,2025-11-05,SCH0230,True,False,False,True,True,Yatin Prasad,Average,SCH0230,,True,False,False,True,True,0.2857142857142857
INSP00422,31/12/2025,SCH0093,True,True,True,na,True,Leela Narula,Needs repair,SCH0093,,True,True,True,,True,0.0
INSP02796,06.07.2025,SCH0600,False,True,True,True,,Anay Mahal,No remarks,SCH0600,,False,True,True,True,,0.14285714285714285
INSP02149,08-22-2025,0566,True,True,False,False,True,Alka Bawa,,SCH0566,,True,True,False,False,True,0.2857142857142857
INSP01761,2025/07/18,S0564,Nahi hai,Y,Yes,H,,Tanveer Reddy,Average,SCH0564,2025-07-18,,True,True,,,0.0
INSP01369,28/04/2025,SCH0287,Functional,Working,True,False,na,Rachana Dass,Toilets locked,SCH0287,,True,True,True,False,,0.14285714285714285
INSP00557,2025-04-30,SCH0356,False,Yes,True,False,1,Saumya Narang,Average,SCH0356,,False,True,True,False,True,0.2857142857142857
INSP02460,04-16-2025,SCH-0257,True,haan,No,Not Available,Nahi,Dipta De,Toilets locked,SCH0257,,True,True,False,,False,0.2857142857142857
INSP01661,25/12/2025,SCH0119,True,H,haan,Under Repair,Haan,Wyatt Sharaf,Toilets locked,SCH0119,,True,,True,,True,0.0
INSP02817,22-Jun-2025,S0054,False,Yes,,True,,Aahana Sani,,SCH0054,,False,True,,True,,0.14285714285714285
INSP02045,06.07.2025,SCH0458,True,1,Hai,Nahi hai,False,Rishi Sridhar,Good condition,SCH0458,,True,True,True,,False,0.14285714285714285
INSP00571,07-30-2025,SCH0223,True,True,True,True,,Yash Sami,,SCH0223,,True,True,True,True,,0.0
INSP00353,2025/06/17,SCH-0276,True,True,Y,Broken,No,Patrick Rau,,SCH0276,2025-06-17,True,True,True,False,False,0.2857142857142857
INSP00092,07.01.2026,sch_0555,Haan,Hai,Available,False,Under Repair,Warda Krishna,,SCH0555,,True,True,,False,,0.14285714285714285
INSP02969,10/09/2025,sch_0329,True,Functional,1,1,Hai,Rayaan Mital,Needs repair,SCH0329,,True,True,True,True,True,0.0
INSP02665,11.04.2025,SCH0314,False,True,Y,No,Broken,,No remarks,SCH0314,,False,True,True,False,False,0.42857142857142855
INSP01171,29-Nov-2025,SCH0534,True,Nahi hai,Yes,Working,Haan,Chaitaly Balan,No remarks,SCH0534,,True,,True,True,True,0.0
INSP02896,09/06/2025,SCH-0075,Not Available,No,False,,Available,Praneel Deo,,SCH0075,,,False,False,,,0.2857142857142857
INSP01286,24.03.2026,sch_0423,True,,True,True,False,Wazir Sehgal,Average,SCH0423,,True,,True,True,False,0.14285714285714285
INSP02169,16/06/2025,SCH0037,haan,True,False,1,No,Qarin Parmar,No remarks,SCH0037,,True,True,False,True,False,0.2857142857142857
INSP02226,2025-10-09,SCH0431,Yes,False,True,Available,True,Ekanta Karpe,Toilets locked,SCH0431,,True,False,True,,True,0.14285714285714285
INSP02216,27.09.2025,sch_0318,True,True,Nahi,False,No,Vedika Deshpande,,SCH0318,,True,True,False,False,False,0.42857142857142855
INSP01592,2025-06-17,SCH0234,True,True,haan,Hai,na,Jhalak Choudhry,,SCH0234,,True,True,True,True,,0.0
INSP02634,11-Feb-2026,SCH0442,Functional,False,Y,True,True,Wazir Kapur,Toilets locked,SCH0442,,True,False,True,True,True,0.14285714285714285
INSP00698,15.08.2025,SCH0351,True,H,True,Available,Y,Victor Bhandari,,SCH0351,,True,,True,,True,0.0
INSP02637,2025/09/17,SCH-0327,Yes,Functional,No,False,Y,Oscar Sunder,No remarks,SCH0327,2025-09-17,True,True,False,False,True,0.2857142857142857
INSP00349,2026-02-05,SCH0207,0,True,Available,Yes,False,Qushi Shere,Good condition,SCH0207,,False,True,,True,False,0.2857142857142857
INSP01747,30/05/2025,SCH0344,Kharab,True,H,False,Not Available,Edhitha Soman,No remarks,SCH0344,,False,True,,False,,0.2857142857142857
INSP02470,2025-10-14,S0078,,True,Nahi hai,Nahi,True,Yauvani Mistry,Average,SCH0078,,,True,,False,True,0.14285714285714285
INSP02858,2025/07/10,sch0154,True,True,Y,Nahi,H,Reyansh Bhatnagar,,SCH0154,2025-07-10,True,True,True,False,,0.14285714285714285
INSP02358,2025-06-24,sch0109,True,H,True,1,True,Wakeeta Gaba,Average,SCH0109,,True,,True,True,True,0.0
INSP01138,06/12/2025,SCH0007,True,True,Hai,Nahi hai,1,Brinda Nanda,No remarks,SCH0007,,True,True,True,,True,0.0
INSP02005,2025-04-08,sch_0422,True,,na,Nahi hai,True,Ranveer Chadha,Toilets locked,SCH0422,,True,,,,True,0.0
INSP01621,01.10.2025,sch_0482,haan,Nahi,Haan,True,0,Darsh Narang,Needs repair,SCH0482,,True,False,True,True,False,0.2857142857142857
INSP02979,08-03-2025,sch0031,1,True,,False,Y,Samesh Dar,Needs repair,SCH0031,,True,True,,False,True,0.14285714285714285
INSP02963,19/08/2025,SCH0398,True,Functional,True,True,No,Anika Pandya,Toilets locked,SCH0398,,True,True,True,True,False,0.14285714285714285
INSP01340,15-Mar-2026,SCH0223,True,True,True,False,True,Lipika Kara,Average,SCH0223,,True,True,True,False,True,0.14285714285714285
INSP02620,09-Feb-2026,0584,True,na,True,False,True,Ucchal Kapur,Needs repair,SCH0584,,True,,True,False,True,0.14285714285714285
INSP00454,22/06/2025,SCH0071,0,,Y,H,Working,Yashvi Talwar,Toilets locked,SCH0071,,False,,True,,True,0.14285714285714285
INSP00914,12/09/2025,SCH0323,Y,True,Yes,Haan,0,Ati Suri,Average,SCH0323,,True,True,True,True,False,0.14285714285714285
INSP02339,01-07-2026,0069,True,Broken,True,True,True,Hritik Dutt,,SCH0069,,True,False,True,True,True,0.14285714285714285
INSP01200,24.06.2025,0009,Hai,,haan,True,False,Janya Murty,Good condition,SCH0009,,True,,True,True,False,0.14285714285714285
INSP01275,2026/03/29,SCH0562,True,Y,Nahi,Nahi,True,Ekanta Mangat,Average,SCH0562,2026-03-29,True,True,False,False,True,0.2857142857142857
INSP02060,12-20-2025,sch0571,na,Hai,False,True,1,Dev Walia,,SCH0571,,,True,False,True,True,0.14285714285714285
INSP00038,16-Aug-2025,sch0496,H,True,Haan,False,H,Deepa Mahal,Needs repair,SCH0496,,,True,True,False,,0.14285714285714285
INSP00975,26/05/2025,SCH0464,Nahi hai,Y,True,True,True,Gaurika Ranganathan,Good condition,SCH0464,,,True,True,True,True,0.0
INSP02912,24/11/2025,SCH0404,Nahi hai,Haan,True,True,Available,Veer Narayanan,Needs repair,SCH0404,,,True,True,True,,0.0
INSP00984,14/10/2025,0114,,H,No,Hai,False,,Needs repair,SCH0114,,,,False,True,False,0.2857142857142857
INSP02014,28/04/2025,SCH0409,Nahi,1,True,Yes,,Kiaan Vaidya,Average,SCH0409,,False,True,True,True,,0.14285714285714285
INSP02120,26-Jul-2025,sch0457,Available,True,True,Not Available,False,Victor Subramaniam,Needs repair,SCH0457,,,True,True,,False,0.14285714285714285
INSP01419,17/02/2026,SCH0280,False,True,H,Working,Kharab,Joshua Korpal,Needs repair,SCH0280,,False,True,,True,False,0.2857142857142857
INSP01285,30/03/2026,sch_0291,True,Kharab,Yes,Yes,na,Yutika Behl,Average,SCH0291,,True,False,True,True,,0.14285714285714285
INSP02162,2025-07-10,SCH0001,True,Yes,1,False,False,Imaran Iyengar,No remarks,SCH0001,,True,True,True,False,False,0.2857142857142857
INSP00040,04-18-2025,sch0180,True,True,True,Under Repair,Functional,Xavier Manda,Needs repair,SCH0180,,True,True,True,,True,0.0
INSP01487,2025-05-18,SCH-0280,Y,haan,True,Y,Working,,,SCH0280,,True,True,True,True,True,0.0
INSP01992,09/06/2025,SCH-0382,H,Available,True,True,0,Indali Gandhi,No remarks,SCH0382,,,,True,True,False,0.14285714285714285
INSP00170,2025-07-04,sch0102,Haan,True,True,True,Hai,Ekani Kaul,Good condition,SCH0102,,True,True,True,True,True,0.0
INSP01356,05-18-2025,S0017,True,Available,0,False,Under Repair,Dipta Kapoor,,SCH0017,,True,,False,False,,0.2857142857142857
INSP00738,2025-08-28,SCH0497,False,True,True,True,Kharab,,Good condition,SCH0497,,False,True,True,True,False,0.2857142857142857
INSP01737,2025-05-10,sch_0181,True,True,True,Haan,False,,,SCH0181,,True,True,True,True,False,0.14285714285714285
INSP02839,11.02.2026,SCH0511,True,True,1,Yes,Haan,Rudra Memon,,SCH0511,,True,True,True,True,True,0.0
INSP01565,26/05/2025,SCH-0533,True,0,True,,True,,Average,SCH0533,,True,False,True,,True,0.14285714285714285
INSP02088,05/03/2026,sch_0087,1,True,haan,True,Y,Rachana Wali,Toilets locked,SCH0087,,True,True,True,True,True,0.0
INSP00635,30.10.2025,SCH-0523,True,True,0,True,na,,,SCH0523,,True,True,False,True,,0.14285714285714285
INSP02785,04-Jul-2025,SCH0067,1,False,True,True,False,Yatin Dara,Average,SCH0067,,True,False,True,True,False,0.2857142857142857
INSP02090,24-Jul-2025,SCH0491,,True,True,Under Repair,0,Jonathan Iyer,Toilets locked,SCH0491,,,True,True,,False,0.14285714285714285
INSP01641,26-Jan-2026,0430,Working,True,N,Nahi hai,True,Darpan Ganesh,Good condition,SCH0430,,True,True,False,,True,0.14285714285714285
INSP01291,29.03.2026,sch0163,,True,na,Hai,Working,Sachi Mahal,,SCH0163,,,True,,True,True,0.0
INSP02461,04/03/2026,S0435,True,True,N,False,Under Repair,Adya Date,No remarks,SCH0435,,True,True,False,False,,0.2857142857142857
INSP01381,2026/02/13,SCH0460,True,haan,0,False,False,Ishaan Sharaf,Good condition,SCH0460,2026-02-13,True,True,False,False,False,0.42857142857142855
INSP00580,2025/04/15,SCH0164,False,Y,False,0,na,Nathan Dhar,Good condition,SCH0164,2025-04-15,False,True,False,False,,0.42857142857142855
INSP00329,2025-12-23,SCH-0294,Available,Y,Functional,True,False,Simon Koshy,No remarks,SCH0294,,,True,True,True,False,0.14285714285714285
INSP01833,17/05/2025,sch_0252,True,Yes,Yes,False,True,Nirja Bhardwaj,Toilets locked,SCH0252,,True,True,True,False,True,0.14285714285714285
INSP00893,02.09.2025,SCH-0062,False,No,True,1,True,Vaishnavi Setty,Toilets locked,SCH0062,,False,False,True,True,True,0.2857142857142857
INSP01144,11.07.2025,sch_0112,N,haan,False,True,False,Utkarsh Mallick,Toilets locked,SCH0112,,False,True,False,True,False,0.42857142857142855
INSP00781,05-09-2025,SCH0441,N,False,Yes,True,haan,Samaksh Shukla,No remarks,SCH0441,,False,False,True,True,True,0.2857142857142857
INSP00160,01-Jan-2026,sch0200,False,False,Y,True,0,Nidra Hayer,No remarks,SCH0200,,False,False,True,True,False,0.42857142857142855
INSP01731,06-22-2025,sch_0149,True,Y,Functional,False,H,Ishani Goel,Toilets locked,SCH0149,,True,True,True,False,,0.14285714285714285
INSP01930,30-Dec-2025,SCH0396,haan,False,True,No,,Madhavi Bassi,Good condition,SCH0396,,True,False,True,False,,0.2857142857142857
INSP02448,28-Jul-2025,SCH0445,Functional,H,Y,False,Nahi,,No remarks,SCH0445,,True,,True,False,False,0.2857142857142857
INSP00062,2026/02/04,sch0502,True,True,Nahi,na,False,Abhiram Gandhi,,SCH0502,2026-02-04,True,True,False,,False,0.2857142857142857
INSP00850,03.07.2025,sch0055,True,False,True,1,False,Niharika Kannan,Toilets locked,SCH0055,,True,False,True,True,False,0.2857142857142857
INSP02246,21-Jun-2025,SCH0081,True,Yes,True,True,Nahi,Upadhriti Chada,Toilets locked,SCH0081,,True,True,True,True,False,0.14285714285714285
INSP02145,07-12-2025,SCH0522,Yes,,False,haan,H,Hemal Contractor,Good condition,SCH0522,,True,,False,True,,0.14285714285714285
INSP02852,2026-01-11,SCH0050,1,Hai,Yes,,N,Hardik Venkatesh,,SCH0050,,True,True,True,,False,0.14285714285714285
INSP01597,10/01/2026,SCH0326,Yes,,False,True,False,Aashi Bassi,Toilets locked,SCH0326,,True,,False,True,False,0.2857142857142857
INSP01044,2026/03/16,S0066,haan,True,H,H,Y,Chandresh Varghese,Toilets locked,SCH0066,2026-03-16,True,True,,,True,0.0
INSP02984,05-15-2025,SCH-0311,True,haan,Available,Yes,1,Bishakha Sood,No remarks,SCH0311,,True,True,,True,True,0.0
INSP01545,2025-10-24,SCH0116,False,True,True,Nahi hai,Kharab,Rayaan Chauhan,Average,SCH0116,,False,True,True,,False,0.2857142857142857
INSP02100,2025-08-05,0194,Functional,True,True,False,False,Priya Tank,Needs repair,SCH0194,,True,True,True,False,False,0.2857142857142857
INSP00496,23-Jan-2026,SCH-0380,Yes,Haan,False,N,Hai,Sanya Bava,Toilets locked,SCH0380,,True,True,False,False,True,0.2857142857142857
INSP01071,2025-05-25,SCH-0456,haan,True,False,True,Hai,Daniel Oak,No remarks,SCH0456,,True,True,False,True,True,0.14285714285714285
INSP00054,12/04/2025,SCH0271,Yes,Functional,Hai,True,No,,Toilets locked,SCH0271,,True,True,True,True,False,0.14285714285714285
INSP02672,2025-10-29,SCH0229,,Yes,True,True,True,Ekani Devi,Needs repair,SCH0229,,,True,True,True,True,0.0
INSP00259,10-28-2025,0392,True,Y,H,N,No,Baghyawati Mani,Toilets locked,SCH0392,,True,True,,False,False,0.2857142857142857
INSP00506,21-Jan-2026,S0207,True,Yes,Y,,,Vansha Chaudhary,Toilets locked,SCH0207,,True,True,True,,,0.0
INSP00753,2025-09-19,sch0109,True,True,True,na,True,Mahika Sabharwal,Needs repair,SCH0109,,True,True,True,,True,0.0
INSP02402,30-Mar-2026,SCH0033,1,Haan,haan,,False,Indrajit Sarma,Needs repair,SCH0033,,True,True,True,,False,0.14285714285714285
INSP00218,04-19-2025,SCH-0457,True,Y,1,True,haan,Tanvi Ramakrishnan,Good condition,SCH0457,,True,True,True,True,True,0.0
INSP00825,19-Oct-2025,SCH0152,True,True,False,Hai,False,Qabil Khanna,Average,SCH0152,,True,True,False,True,False,0.2857142857142857
INSP01962,2026/02/01,S0172,True,Y,,False,False,Chatura Bassi,Toilets locked,SCH0172,2026-02-01,True,True,,False,False,0.2857142857142857
INSP02373,2026-02-22,SCH-0532,Nahi,Yes,Available,No,True,,Toilets locked,SCH0532,,False,True,,False,True,0.2857142857142857
INSP02397,15-May-2025,SCH0095,Yes,True,True,,Nahi,Kamya Virk,Average,SCH0095,,True,True,True,,False,0.14285714285714285
INSP01390,2025/06/20,SCH0390,True,Y,No,True,False,Inaya Grewal,Good condition,SCH0390,2025-06-20,True,True,False,True,False,0.2857142857142857
INSP02633,05.08.2025,SCH-0174,,1,haan,False,haan,Champak Chander,Average,SCH0174,,,True,True,False,True,0.14285714285714285
INSP01267,09/10/2025,SCH0343,True,True,Haan,Working,Functional,Amrita Buch,Toilets locked,SCH0343,,True,True,True,True,True,0.0
INSP02594,2025/06/24,sch0107,H,True,True,True,Nahi,Daksh Oza,No remarks,SCH0107,2025-06-24,,True,True,True,False,0.14285714285714285
INSP01910,05-04-2025,SCH0439,True,False,Haan,No,0,Baljiwan Kunda,Good condition,SCH0439,,True,False,True,False,False,0.42857142857142855
INSP01599,02-18-2026,sch0303,True,True,Yes,False,True,Balvan Naik,Needs repair,SCH0303,,True,True,True,False,True,0.14285714285714285
INSP02160,2025-05-07,SCH0594,Hai,Yes,True,No,False,Vrishti Dhaliwal,Toilets locked,SCH0594,,True,True,True,False,False,0.2857142857142857
INSP01608,05.09.2025,sch_0367,1,N,True,True,Not Available,Bakhshi Sani,,SCH0367,,True,False,True,True,,0.14285714285714285
INSP01830,11-Sep-2025,SCH0390,,Working,Yes,,True,Yauvani Mani,Average,SCH0390,,,True,True,,True,0.0
INSP00772,2025/12/12,sch_0104,Working,Functional,True,Under Repair,Y,Finn Bath,Good condition,SCH0104,2025-12-12,True,True,True,,True,0.0
INSP02945,2025/11/11,sch0551,False,,True,False,No,Aayush Vora,Toilets locked,SCH0551,2025-11-11,False,,True,False,False,0.42857142857142855
INSP01961,2025-08-01,SCH-0007,Hai,Yes,1,True,False,,No remarks,SCH0007,,True,True,True,True,False,0.14285714285714285
INSP02823,29.07.2025,sch0587,True,True,False,True,N,Kashvi Sarin,Toilets locked,SCH0587,,True,True,False,True,False,0.2857142857142857
INSP01086,2025-11-19,sch0383,Available,True,True,,False,Meera Narain,,SCH0383,,,True,True,,False,0.14285714285714285
INSP02250,2025-08-27,SCH-0023,True,,True,Y,na,Jagvi Bhardwaj,,SCH0023,,True,,True,True,,0.0
INSP02347,2026-02-14,sch_0556,True,H,True,Yes,True,Aadhya Ramanathan,Good condition,SCH0556,,True,,True,True,True,0.0
INSP01326,2025-05-19,SCH0360,,1,Working,False,False,Vihaan Soman,Needs repair,SCH0360,,,True,True,False,False,0.2857142857142857
INSP02235,01-18-2026,SCH0014,True,,True,0,Nahi hai,,No remarks,SCH0014,,True,,True,False,,0.14285714285714285
INSP01742,03-09-2026,SCH-0501,True,Functional,Y,Broken,True,Ojasvi Nigam,Average,SCH0501,,True,True,True,False,True,0.14285714285714285
INSP01913,2025-08-09,SCH0553,H,1,True,True,False,,No remarks,SCH0553,,,True,True,True,False,0.14285714285714285
INSP02363,2026/03/26,0076,Hai,Y,1,False,True,Azaan Rastogi,Needs repair,SCH0076,2026-03-26,True,True,True,False,True,0.14285714285714285
INSP01404,2025-09-23,SCH0083,1,True,,Hai,Hai,Warinder Kari,Good condition,SCH0083,,True,True,,True,True,0.0
INSP02994,18/12/2025,SCH0150,Hai,True,False,False,True,Rachana Seth,Needs repair,SCH0150,,True,True,False,False,True,0.2857142857142857
INSP02366,2025/05/09,sch_0436,False,True,Working,False,False,Xiti Sandhu,Toilets locked,SCH0436,2025-05-09,False,True,True,False,False,0.42857142857142855
INSP01914,11-22-2025,SCH0444,Working,Nahi,No,False,0,Zashil Bora,,SCH0444,,True,False,False,False,False,0.5714285714285714
INSP01164,2025/05/10,sch0456,Functional,Haan,1,0,False,Finn Jhaveri,No remarks,SCH0456,2025-05-10,True,True,True,False,False,0.2857142857142857
INSP00964,04-10-2025,sch_0430,True,,True,1,0,Chakradev Loke,Toilets locked,SCH0430,,True,,True,True,False,0.14285714285714285
INSP02426,2025/07/14,SCH-0567,True,False,True,Available,Y,Jack Thaker,Average,SCH0567,2025-07-14,True,False,True,,True,0.14285714285714285
INSP02564,28/09/2025,sch_0114,Under Repair,True,True,True,False,Bahadurjit Ben,,SCH0114,,,True,True,True,False,0.14285714285714285
INSP00399,15/05/2025,SCH0555,False,Working,True,True,na,Jonathan Sharma,Toilets locked,SCH0555,,False,True,True,True,,0.14285714285714285
INSP00585,2026-03-02,sch0495,na,True,Hai,Nahi hai,Working,Agastya Varma,Toilets locked,SCH0495,,,True,True,,True,0.0
INSP00949,01/11/2025,sch0136,Haan,True,True,haan,Yes,Parth Wagle,Good condition,SCH0136,,True,True,True,True,True,0.0
INSP00705,2025-12-05,sch_0266,True,Available,True,Haan,na,Kiaan Date,No remarks,SCH0266,,True,,True,True,,0.0
INSP00432,2026/01/28,SCH0254,True,True,Yes,1,False,Max Bath,Good condition,SCH0254,2026-01-28,True,True,True,True,False,0.14285714285714285
INSP01689,27/04/2025,SCH0130,H,Nahi,True,False,Yes,Libni Agarwal,No remarks,SCH0130,,,False,True,False,True,0.2857142857142857
INSP00293,2025/08/23,sch_0064,True,H,Haan,True,Working,Warinder Sachar,Needs repair,SCH0064,2025-08-23,True,,True,True,True,0.0
INSP00146,07-Jul-2025,SCH0518,Hai,Available,False,False,0,Xiti Rege,Toilets locked,SCH0518,,True,,False,False,False,0.42857142857142855
INSP00324,22-Jan-2026,SCH0564,True,True,False,H,na,Max Garg,Needs repair,SCH0564,,True,True,False,,,0.14285714285714285
INSP02723,05-07-2025,SCH-0103,1,True,True,True,Nahi,Theodore Sidhu,Needs repair,SCH0103,,True,True,True,True,False,0.14285714285714285
INSP02224,11/07/2025,SCH0536,H,True,True,True,False,Amrita Raju,,SCH0536,,,True,True,True,False,0.14285714285714285
INSP01166,16-Jul-2025,SCH0067,True,Broken,True,True,True,,Toilets locked,SCH0067,,True,False,True,True,True,0.14285714285714285
INSP01453,17.04.2025,SCH0029,Yes,True,False,True,False,Nathan Shenoy,Needs repair,SCH0029,,True,True,False,True,False,0.2857142857142857
INSP00003,04-06-2025,SCH-0568,,False,Available,Haan,N,Azad Pingle,Good condition,SCH0568,,,False,,True,False,0.2857142857142857
INSP01713,2025-12-11,SCH0300,Yes,H,True,True,haan,Kritika Wason,Toilets locked,SCH0300,,True,,True,True,True,0.0
INSP00577,2026/02/25,SCH0536,N,H,haan,True,,Krish Manda,No remarks,SCH0536,2026-02-25,False,,True,True,,0.14285714285714285
INSP02424,10-Dec-2025,sch_0296,False,1,False,True,0,Ekaja Madan,Needs repair,SCH0296,,False,True,False,True,False,0.42857142857142855
INSP00340,10-Jan-2026,SCH0300,Haan,False,True,Y,True,Neha Devi,Average,SCH0300,,True,False,True,True,True,0.14285714285714285
INSP02903,18.11.2025,SCH-0450,Available,True,Y,Hai,Functional,Yug Nair,Average,SCH0450,,,True,True,True,True,0.0
INSP02479,02/05/2025,sch_0326,1,Hai,Haan,False,Under Repair,Upadhriti Chander,No remarks,SCH0326,,True,True,True,False,,0.14285714285714285
INSP00926,2025/04/16,sch_0403,True,Available,Available,True,Y,Yadavi Madan,Needs repair,SCH0403,2025-04-16,True,,,True,True,0.0
INSP00266,2025/04/12,S0237,True,Working,True,False,na,Manthan Bal,Good condition,SCH0237,2025-04-12,True,True,True,False,,0.14285714285714285
INSP00377,2025-10-29,SCH0050,Haan,False,0,na,Nahi hai,,No remarks,SCH0050,,True,False,False,,,0.2857142857142857
INSP02469,2025/09/25,sch_0037,,Yes,False,True,0,Anamika Kunda,Average,SCH0037,2025-09-25,,True,False,True,False,0.2857142857142857
